project = Math, iteration=1
Math,1,0.0308245083207262,0.0308245083207262
Math,4,0.00253690036900369,0.00253690036900369
Math,5,0.0038022813688212897,0.0038022813688212897
Math,6,0.0249622357480714,0.0265001995830931
Math,11,0.000373293515358362,0.000373293515358362
Math,14,0.0846960342621948,0.00141832137493743
Math,22,0.000591891092039065,0.000591891092039065
Math,27,0.0195638229634381,0.0195638229634381
Math,35,0.00375,0.00375
Math,37,0.007508532423208191,0.007508532423208191
Math,46,0.0195805043646945,0.0195805043646945
Math,55,0.00427789185489391,0.00427789185489391
Math,59,0.0114651218923485,0.0114651218923485
Math,61,0.252438363587104,0.252438363587104
Math,66,0.151197604790419,0.0173652694610778
Math,70,0.0147727272727273,0.0147727272727273
Math,77,0.19753248233416895,0.0564736722133576
Math,90,0.135135135135135,0.135135135135135
Math,92,0.246750553097345,0.3086283185840711
Math,96,0.137450199203187,0.137450199203187
Math,97,0.172960372960373,0.118881118881119
Math,98,0.175876902713435,0.175876902713435
